mhc_case_id,functionality,text,label,target_ident,ref_case_id,ref_templ_id,templ_id,case_templ,gender_male,gender_female,label_annotated,label_annotated_maj,disagreement_in_case,disagreement_in_template
chinese-186,counter_ref_nh,请停止对残障人士的偏见。,0,disabled people,,,tpl-186,请停止对残障人士的偏见。,,,,non-hateful,False,False
chinese-187,counter_ref_nh,在城市里经常能看到残障人士。,0,disabled people,,,tpl-187,在城市里经常能看到残障人士。,,,,non-hateful,False,False
chinese-188,counter_ref_nh,在尊重的前提下，理应尊重残障人士。,0,disabled people,,,tpl-188,在尊重的前提下，理应尊重残障人士。,,,,non-hateful,False,False
chinese-189,counter_ref_nh,制度应该保障残障人士的合法权益。,0,disabled people,,,tpl-189,制度应该保障残障人士的合法权益。,,,,non-hateful,False,False
chinese-190,counter_ref_nh,应当善待残障人士。,0,disabled people,,,tpl-190,应当善待残障人士。,,,,non-hateful,False,False
chinese-191,counter_ref_nh,我们要共同守护残障人士的合法权益。,0,disabled people,,,tpl-191,我们要共同守护残障人士的合法权益。,,,,non-hateful,False,False
chinese-192,counter_ref_nh,社会由各式各样的人组成，包括残障人士。,0,disabled people,,,tpl-192,社会由各式各样的人组成，包括残障人士。,,,,non-hateful,False,False
chinese-193,counter_ref_nh,在尊重的前提下，务必尊重残障人士。,0,disabled people,,,tpl-193,在尊重的前提下，务必尊重残障人士。,,,,non-hateful,False,False
chinese-194,counter_ref_nh,提醒善待残障人士。,0,disabled people,,,tpl-194,提醒善待残障人士。,,,,non-hateful,False,False
chinese-195,counter_ref_nh,关于残障人士的判断，应当以尊重为基础。,0,disabled people,,,tpl-195,关于残障人士的判断，应当以尊重为基础。,,,,non-hateful,False,False
chinese-196,counter_ref_nh,在城市里一直有残障人士。,0,disabled people,,,tpl-196,在城市里一直有残障人士。,,,,non-hateful,False,False
chinese-197,counter_ref_nh,我们应当保护残障人士的尊严。,0,disabled people,,,tpl-197,我们应当保护残障人士的尊严。,,,,non-hateful,False,False
chinese-198,counter_ref_nh,在周围不断有残障人士。,0,disabled people,,,tpl-198,在周围不断有残障人士。,,,,non-hateful,False,False
chinese-199,counter_ref_nh,本社区确实有残障人士。,0,disabled people,,,tpl-199,本社区确实有残障人士。,,,,non-hateful,False,False
chinese-200,counter_ref_nh,在城市里不断有残障人士。,0,disabled people,,,tpl-200,在城市里不断有残障人士。,,,,non-hateful,False,False
chinese-201,counter_ref_nh,本社区也有残障人士。,0,disabled people,,,tpl-201,本社区也有残障人士。,,,,non-hateful,False,False
chinese-202,counter_ref_nh,并且，我们应坚持善意对待残障人士。,0,disabled people,,,tpl-202,并且，我们应坚持善意对待残障人士。,,,,non-hateful,False,False
chinese-203,counter_ref_nh,请不要针对残障人士发表歧视言论。,0,disabled people,,,tpl-203,请不要针对残障人士发表歧视言论。,,,,non-hateful,False,False
chinese-204,counter_ref_nh,建议不要针对残障人士发表恶意中伤。,0,disabled people,,,tpl-204,建议不要针对残障人士发表恶意中伤。,,,,non-hateful,False,False
chinese-205,counter_ref_nh,在包容的前提下，呼吁关怀残障人士。,0,disabled people,,,tpl-205,在包容的前提下，呼吁关怀残障人士。,,,,non-hateful,False,False
chinese-206,counter_ref_nh,呼吁不要针对残障人士发表侮辱。,0,disabled people,,,tpl-206,呼吁不要针对残障人士发表侮辱。,,,,non-hateful,False,False
chinese-207,counter_ref_nh,本社区仍然有残障人士。,0,disabled people,,,tpl-207,本社区仍然有残障人士。,,,,non-hateful,False,False
chinese-208,counter_ref_nh,我们要共同守护同性恋者的平等。,0,gay people,,,tpl-208,我们要共同守护同性恋者的平等。,,,,non-hateful,False,False
chinese-209,counter_ref_nh,社会由不同的人组成，包括同性恋者。,0,gay people,,,tpl-209,社会由不同的人组成，包括同性恋者。,,,,non-hateful,False,False
chinese-210,counter_ref_nh,在周围确实有同性恋者。,0,gay people,,,tpl-210,在周围确实有同性恋者。,,,,non-hateful,False,False
chinese-211,counter_ref_nh,无论何时，我们不可伤害同性恋者。,0,gay people,,,tpl-211,无论何时，我们不可伤害同性恋者。,,,,non-hateful,False,False
chinese-212,counter_ref_nh,倡议接纳同性恋者。,0,gay people,,,tpl-212,倡议接纳同性恋者。,,,,non-hateful,False,False
chinese-213,counter_ref_nh,在包容的前提下，请关怀同性恋者。,0,gay people,,,tpl-213,在包容的前提下，请关怀同性恋者。,,,,non-hateful,False,False
chinese-214,counter_ref_nh,本社区一直有同性恋者。,0,gay people,,,tpl-214,本社区一直有同性恋者。,,,,non-hateful,False,False
chinese-215,counter_ref_nh,关于同性恋者的观念，应当以公正为基础。,0,gay people,,,tpl-215,关于同性恋者的观念，应当以公正为基础。,,,,non-hateful,False,False
chinese-216,counter_ref_nh,呼吁不要针对同性恋者发表侮辱。,0,gay people,,,tpl-216,呼吁不要针对同性恋者发表侮辱。,,,,non-hateful,False,False
chinese-217,counter_ref_nh,请停止对同性恋者的污名化。,0,gay people,,,tpl-217,请停止对同性恋者的污名化。,,,,non-hateful,False,False
chinese-218,counter_ref_nh,同性恋者和他人一样。,0,gay people,,,tpl-218,同性恋者和他人一样。,,,,non-hateful,False,False
chinese-219,counter_ref_nh,希望接纳同性恋者。,0,gay people,,,tpl-219,希望接纳同性恋者。,,,,non-hateful,False,False
chinese-220,counter_ref_nh,倡议善待同性恋者。,0,gay people,,,tpl-220,倡议善待同性恋者。,,,,non-hateful,False,False
chinese-221,counter_ref_nh,应该善待同性恋者。,0,gay people,,,tpl-221,应该善待同性恋者。,,,,non-hateful,False,False
chinese-222,counter_ref_nh,应该接纳同性恋者。,0,gay people,,,tpl-222,应该接纳同性恋者。,,,,non-hateful,False,False
chinese-223,counter_ref_nh,本社区经常能看到同性恋者。,0,gay people,,,tpl-223,本社区经常能看到同性恋者。,,,,non-hateful,False,False
chinese-224,counter_ref_nh,在包容的前提下，呼吁关怀同性恋者。,0,gay people,,,tpl-224,在包容的前提下，呼吁关怀同性恋者。,,,,non-hateful,False,False
chinese-225,counter_ref_nh,提醒接纳同性恋者。,0,gay people,,,tpl-225,提醒接纳同性恋者。,,,,non-hateful,False,False
chinese-226,counter_ref_nh,媒体报道有人喊：“[HATE_QUOTE]”。必须反驳。,0,gay people,,,tpl-226,媒体报道有人喊：“[HATE_QUOTE]”。必须反驳。,,,,non-hateful,False,False
chinese-227,counter_ref_nh,我们要共同守护同性恋者的安全。,0,gay people,,,tpl-227,我们要共同守护同性恋者的安全。,,,,non-hateful,False,False
chinese-228,counter_ref_nh,在公正的前提下，请保护同性恋者。,0,gay people,,,tpl-228,在公正的前提下，请保护同性恋者。,,,,non-hateful,False,False
chinese-229,counter_ref_nh,同性恋者属于社会的一部分。,0,gay people,,,tpl-229,同性恋者属于社会的一部分。,,,,non-hateful,False,False
chinese-230,counter_ref_nh,请停止对同性恋者的排斥。,0,gay people,,,tpl-230,请停止对同性恋者的排斥。,,,,non-hateful,False,False
chinese-231,counter_ref_nh,在周围同样有同性恋者。,0,gay people,,,tpl-231,在周围同样有同性恋者。,,,,non-hateful,False,False
chinese-232,counter_ref_nh,关于同性恋者的言论，应当以包容为基础。,0,gay people,,,tpl-232,关于同性恋者的言论，应当以包容为基础。,,,,non-hateful,False,False
chinese-233,counter_ref_nh,关于同性恋者的态度，应当以公正为基础。,0,gay people,,,tpl-233,关于同性恋者的态度，应当以公正为基础。,,,,non-hateful,False,False
chinese-234,counter_ref_nh,建议不要针对原住民发表恶意中伤。,0,indigenous people,,,tpl-234,建议不要针对原住民发表恶意中伤。,,,,non-hateful,False,False
chinese-235,counter_ref_nh,在公正的前提下，务必保护原住民。,0,indigenous people,,,tpl-235,在公正的前提下，务必保护原住民。,,,,non-hateful,False,False
chinese-236,counter_ref_nh,本社区仍然有原住民。,0,indigenous people,,,tpl-236,本社区仍然有原住民。,,,,non-hateful,False,False
chinese-237,counter_ref_nh,我们应当保护原住民的安全。,0,indigenous people,,,tpl-237,我们应当保护原住民的安全。,,,,non-hateful,False,False
chinese-238,counter_ref_nh,关于原住民的态度，应当以公正为基础。,0,indigenous people,,,tpl-238,关于原住民的态度，应当以公正为基础。,,,,non-hateful,False,False
chinese-239,counter_ref_nh,希望接纳原住民。,0,indigenous people,,,tpl-239,希望接纳原住民。,,,,non-hateful,False,False
chinese-240,counter_ref_nh,在城市里也有原住民。,0,indigenous people,,,tpl-240,在城市里也有原住民。,,,,non-hateful,False,False
chinese-241,counter_ref_nh,原住民和他人一样。,0,indigenous people,,,tpl-241,原住民和他人一样。,,,,non-hateful,False,False
chinese-242,counter_ref_nh,关于原住民的表述，应当以包容为基础。,0,indigenous people,,,tpl-242,关于原住民的表述，应当以包容为基础。,,,,non-hateful,False,False
chinese-243,counter_ref_nh,在公正的前提下，理应保护原住民。,0,indigenous people,,,tpl-243,在公正的前提下，理应保护原住民。,,,,non-hateful,False,False
chinese-244,counter_ref_nh,希望鼓励原住民。,0,indigenous people,,,tpl-244,希望鼓励原住民。,,,,non-hateful,False,False
chinese-245,counter_ref_nh,社会由多样的人群组成，包括原住民。,0,indigenous people,,,tpl-245,社会由多样的人群组成，包括原住民。,,,,non-hateful,False,False
chinese-246,counter_ref_nh,在城市里一直有原住民。,0,indigenous people,,,tpl-246,在城市里一直有原住民。,,,,non-hateful,False,False
chinese-247,counter_ref_nh,原住民属于社会的一部分。,0,indigenous people,,,tpl-247,原住民属于社会的一部分。,,,,non-hateful,False,False
chinese-248,counter_ref_nh,原住民与别人没有区别。,0,indigenous people,,,tpl-248,原住民与别人没有区别。,,,,non-hateful,False,False
chinese-249,counter_ref_nh,应当鼓励原住民。,0,indigenous people,,,tpl-249,应当鼓励原住民。,,,,non-hateful,False,False
chinese-250,counter_ref_nh,关于原住民的评价，应当以尊重为基础。,0,indigenous people,,,tpl-250,关于原住民的评价，应当以尊重为基础。,,,,non-hateful,False,False
chinese-251,counter_ref_nh,关于原住民的观念，应当以公正为基础。,0,indigenous people,,,tpl-251,关于原住民的观念，应当以公正为基础。,,,,non-hateful,False,False
chinese-252,counter_ref_nh,本社区同样有原住民。,0,indigenous people,,,tpl-252,本社区同样有原住民。,,,,non-hateful,False,False
chinese-253,counter_ref_nh,在城市里不断有原住民。,0,indigenous people,,,tpl-253,在城市里不断有原住民。,,,,non-hateful,False,False
chinese-254,counter_ref_nh,关于原住民的主张，应当以包容为基础。,0,indigenous people,,,tpl-254,关于原住民的主张，应当以包容为基础。,,,,non-hateful,False,False
chinese-255,counter_ref_nh,制度应该保障原住民的权利。,0,indigenous people,,,tpl-255,制度应该保障原住民的权利。,,,,non-hateful,False,False
chinese-256,counter_ref_nh,并且，我们应坚持平等对待原住民。,0,indigenous people,,,tpl-256,并且，我们应坚持平等对待原住民。,,,,non-hateful,False,False
chinese-257,counter_ref_nh,请不要针对原住民发表歧视言论。,0,indigenous people,,,tpl-257,请不要针对原住民发表歧视言论。,,,,non-hateful,False,False
chinese-258,counter_ref_nh,本社区确实有原住民。,0,indigenous people,,,tpl-258,本社区确实有原住民。,,,,non-hateful,False,False
chinese-259,counter_ref_nh,在周围确实有原住民。,0,indigenous people,,,tpl-259,在周围确实有原住民。,,,,non-hateful,False,False
chinese-260,counter_ref_nh,倡议接纳犹太人。,0,jews,,,tpl-260,倡议接纳犹太人。,,,,non-hateful,False,False
chinese-261,counter_ref_nh,倡议鼓励犹太人。,0,jews,,,tpl-261,倡议鼓励犹太人。,,,,non-hateful,False,False
chinese-262,counter_ref_nh,并且，我们应坚持善意对待犹太人。,0,jews,,,tpl-262,并且，我们应坚持善意对待犹太人。,,,,non-hateful,False,False
chinese-263,counter_ref_nh,在公正的前提下，理应保护犹太人。,0,jews,,,tpl-263,在公正的前提下，理应保护犹太人。,,,,non-hateful,False,False
chinese-264,counter_ref_nh,我们尊重犹太人的贡献。,0,jews,,,tpl-264,我们尊重犹太人的贡献。,,,,non-hateful,False,False
chinese-265,counter_ref_nh,本社区确实有犹太人。,0,jews,,,tpl-265,本社区确实有犹太人。,,,,non-hateful,False,False
chinese-266,counter_ref_nh,犹太人为社会做出了贡献。,0,jews,,,tpl-266,犹太人为社会做出了贡献。,,,,non-hateful,False,False
chinese-267,counter_ref_nh,呼吁不要针对犹太人发表侮辱。,0,jews,,,tpl-267,呼吁不要针对犹太人发表侮辱。,,,,non-hateful,False,False
chinese-268,counter_ref_nh,我们关怀犹太人的贡献。,0,jews,,,tpl-268,我们关怀犹太人的贡献。,,,,non-hateful,False,False
chinese-269,counter_ref_nh,我们保护犹太人的贡献。,0,jews,,,tpl-269,我们保护犹太人的贡献。,,,,non-hateful,False,False
chinese-270,counter_ref_nh,关于犹太人的观念，应当以公正为基础。,0,jews,,,tpl-270,关于犹太人的观念，应当以公正为基础。,,,,non-hateful,False,False
chinese-271,counter_ref_nh,媒体报道有人喊：“[HATE_QUOTE]”。这不对。,0,jews,,,tpl-271,媒体报道有人喊：“[HATE_QUOTE]”。这不对。,,,,non-hateful,False,False
chinese-272,counter_ref_nh,在包容的前提下，建议关怀犹太人。,0,jews,,,tpl-272,在包容的前提下，建议关怀犹太人。,,,,non-hateful,False,False
chinese-273,counter_ref_nh,在公正的前提下，呼吁保护犹太人。,0,jews,,,tpl-273,在公正的前提下，呼吁保护犹太人。,,,,non-hateful,False,False
chinese-274,counter_ref_nh,在尊重的前提下，务必尊重犹太人。,0,jews,,,tpl-274,在尊重的前提下，务必尊重犹太人。,,,,non-hateful,False,False
chinese-275,counter_ref_nh,应该接纳犹太人。,0,jews,,,tpl-275,应该接纳犹太人。,,,,non-hateful,False,False
chinese-276,counter_ref_nh,应当善待犹太人。,0,jews,,,tpl-276,应当善待犹太人。,,,,non-hateful,False,False
chinese-277,counter_ref_nh,在尊重的前提下，请尊重跨性别者。,0,trans people,,,tpl-277,在尊重的前提下，请尊重跨性别者。,,,,non-hateful,False,False
chinese-278,counter_ref_nh,在公正的前提下，建议保护跨性别者。,0,trans people,,,tpl-278,在公正的前提下，建议保护跨性别者。,,,,non-hateful,False,False
chinese-279,counter_ref_nh,应该接纳跨性别者。,0,trans people,,,tpl-279,应该接纳跨性别者。,,,,non-hateful,False,False
chinese-280,counter_ref_nh,提醒接纳跨性别者。,0,trans people,,,tpl-280,提醒接纳跨性别者。,,,,non-hateful,False,False
